Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"rs = com.database.DemoMySql.executeQuery(""SELECT * FROM groups WHERE (event_id=2)AND(`name` LIKE 'U10 Boys') ORDER BY groups.type DESC, groups.year DESC, groups.name DESC"")",Chrome 85.0.4183.83,,,2020-12-07 11:11:24,2020-12-07 11:11:24,0.001s,PASSED
"x = """"",Chrome 85.0.4183.83,,,2020-12-07 11:11:24,2020-12-07 11:11:24,0.001s,PASSED
while (rs.next()),Chrome 85.0.4183.83,,,2020-12-07 11:11:24,2020-12-07 11:11:24,0.001s,PASSED
"rs = com.database.DemoMySql.executeQuery(""SELECT COUNT(DISTINCT(team_sheet.team_id)) as 'count' FROM team_sheet LEFT JOIN teams ON team_sheet.team_id = teams.id LEFT JOIN cgroups ON teams.cgroup_id = cgroups.id LEFT JOIN clubs ON cgroups.club_id = clubs.id LEFT JOIN groups ON cgroups.group_id = groups.id WHERE cgroups.group_id = "" + x + "" ORDER BY team_id ASC"")",Chrome 85.0.4183.83,,,2020-12-07 11:11:24,2020-12-07 11:11:24,0.002s,PASSED
while (rs.next()),Chrome 85.0.4183.83,,,2020-12-07 11:11:24,2020-12-07 11:11:24,0.003s,PASSED
"Table = driver.findElement(By.xpath(""//table/tbody""))",Chrome 85.0.4183.83,,,2020-12-07 11:11:24,2020-12-07 11:11:24,0.486s,PASSED
"rows_table = Table.findElements(By.tagName(""tr""))",Chrome 85.0.4183.83,,,2020-12-07 11:11:24,2020-12-07 11:11:24,0.234s,PASSED
rows_count = rows_table.size(),Chrome 85.0.4183.83,,,2020-12-07 11:11:24,2020-12-07 11:11:24,0.000s,PASSED
println(rows_count),Chrome 85.0.4183.83,,,2020-12-07 11:11:24,2020-12-07 11:11:24,0.001s,PASSED
if (rows_count == java.lang.Integer == 1),Chrome 85.0.4183.83,,,2020-12-07 11:11:24,2020-12-07 11:11:24,0.000s,PASSED
com.database.DemoMySql.closeDatabaseConnection(),Chrome 85.0.4183.83,,,2020-12-07 11:11:24,2020-12-07 11:11:24,0.002s,PASSED
,,,,,,,
Test Cases/JFL-154/JFL-154_Client_SeeTeamsheetForYearGroupInWebOrApp,Chrome 85.0.4183.83,,,2020-12-07 11:11:24,2020-12-07 11:11:36,11.229s,PASSED
try,Chrome 85.0.4183.83,,,2020-12-07 11:11:24,2020-12-07 11:11:36,11.144s,PASSED
,,,,,,,
Test Cases/JFL-154/JFL-154_ClubCoach_SeeTeamsheetForYearGroupInWebOrApp,Chrome 85.0.4183.83,,,2020-12-07 11:11:36,2020-12-07 11:11:44,8.620s,PASSED
"openBrowser("""")",Chrome 85.0.4183.83,,,2020-12-07 11:11:36,2020-12-07 11:11:39,3.754s,PASSED
driver = getWebDriver(),Chrome 85.0.4183.83,,,2020-12-07 11:11:39,2020-12-07 11:11:39,0.000s,PASSED
"navigateToUrl(""http://localhost/ezactivevn/hkjfl/admin/login.html"")",Chrome 85.0.4183.83,,,2020-12-07 11:11:39,2020-12-07 11:11:40,0.253s,PASSED
"setText(findTestObject(""Object Repository/HKJFL_154/Page_HKJFL - Login/input_Sign up_email""), email)",Chrome 85.0.4183.83,,,2020-12-07 11:11:40,2020-12-07 11:11:41,0.834s,PASSED
"setEncryptedText(findTestObject(""Object Repository/HKJFL_154/Page_HKJFL - Login/input_Sign up_password""), password)",Chrome 85.0.4183.83,,,2020-12-07 11:11:41,2020-12-07 11:11:41,0.350s,PASSED
"click(findTestObject(""Object Repository/HKJFL_154/Page_HKJFL - Login/button_Login""))",Chrome 85.0.4183.83,,,2020-12-07 11:11:41,2020-12-07 11:11:41,0.315s,PASSED
"com.database.DemoMySql.connectDB(""localhost"", dbName, ""3306"", ""root"", """")",Chrome 85.0.4183.83,,,2020-12-07 11:11:41,2020-12-07 11:11:41,0.004s,PASSED
"rs = com.database.DemoMySql.executeQuery(""SELECT id FROM users WHERE username='wilfredwong@hkfcjuniorsoccer.com'"")",Chrome 85.0.4183.83,,,2020-12-07 11:11:41,2020-12-07 11:11:41,0.001s,PASSED
"x = """"",Chrome 85.0.4183.83,,,2020-12-07 11:11:41,2020-12-07 11:11:41,0.001s,PASSED
while (rs.next()),Chrome 85.0.4183.83,,,2020-12-07 11:11:41,2020-12-07 11:11:41,0.002s,PASSED
println(x),Chrome 85.0.4183.83,,,2020-12-07 11:11:41,2020-12-07 11:11:41,0.001s,PASSED
"click(findTestObject(""Object Repository/HKJFL_test_object/Page_Dashboard  Hong Kong Junior Football League/span_Team sheet""))",Chrome 85.0.4183.83,,,2020-12-07 11:11:41,2020-12-07 11:11:42,1.070s,PASSED
"click(findTestObject(""Object Repository/HKJFL_test_object/Page_Dashboard  Hong Kong Junior Football League/a_2020-2021""))",Chrome 85.0.4183.83,,,2020-12-07 11:11:42,2020-12-07 11:11:43,0.522s,PASSED
"click(findTestObject(""Object Repository/HKJFL_test_object/Page_Team Sheet  Hong Kong Junior Football League/button_Select""))",Chrome 85.0.4183.83,,,2020-12-07 11:11:43,2020-12-07 11:11:43,0.579s,PASSED
"rs = com.database.DemoMySql.executeQuery(""SELECT COUNT(id) as id  FROM (SELECT DISTINCT teams.id as 'id' FROM `team_sheet` JOIN teams on teams.id=team_sheet.team_id JOIN cgroups on cgroups.id=teams.cgroup_id JOIN cgroup_coaches on cgroup_coaches.cgroup_id=cgroups.id JOIN users on users.person_id=cgroup_coaches.coach_id WHERE team_sheet.document like '%2020-2021%' and users.username='wilfredwong@hkfcjuniorsoccer.com')a"")",Chrome 85.0.4183.83,,,2020-12-07 11:11:43,2020-12-07 11:11:43,0.002s,PASSED
number = 0,Chrome 85.0.4183.83,,,2020-12-07 11:11:43,2020-12-07 11:11:43,0.000s,PASSED
while (rs.next()),Chrome 85.0.4183.83,,,2020-12-07 11:11:43,2020-12-07 11:11:43,0.001s,PASSED
"Table = driver.findElement(By.xpath(""//table/tbody""))",Chrome 85.0.4183.83,,,2020-12-07 11:11:43,2020-12-07 11:11:44,0.545s,PASSED
"rows_table = Table.findElements(By.tagName(""tr""))",Chrome 85.0.4183.83,,,2020-12-07 11:11:44,2020-12-07 11:11:44,0.236s,PASSED
rows_count = rows_table.size(),Chrome 85.0.4183.83,,,2020-12-07 11:11:44,2020-12-07 11:11:44,0.000s,PASSED
println(rows_count),Chrome 85.0.4183.83,,,2020-12-07 11:11:44,2020-12-07 11:11:44,0.001s,PASSED
if (rows_count == number && number == 1),Chrome 85.0.4183.83,,,2020-12-07 11:11:44,2020-12-07 11:11:44,0.000s,PASSED
com.database.DemoMySql.closeDatabaseConnection(),Chrome 85.0.4183.83,,,2020-12-07 11:11:44,2020-12-07 11:11:44,0.001s,PASSED
,,,,,,,
Test Cases/JFL-154/JFL-154_ClubManager_SeeTeamsheetForYearGroupInWebOrApp,Chrome 85.0.4183.83,,,2020-12-07 11:11:44,2020-12-07 11:11:55,10.670s,PASSED
"openBrowser("""")",Chrome 85.0.4183.83,,,2020-12-07 11:11:44,2020-12-07 11:11:48,3.772s,PASSED
driver = getWebDriver(),Chrome 85.0.4183.83,,,2020-12-07 11:11:48,2020-12-07 11:11:48,0.001s,PASSED
"navigateToUrl(""http://localhost/ezactivevn/hkjfl/admin/login.html"")",Chrome 85.0.4183.83,,,2020-12-07 11:11:48,2020-12-07 11:11:48,0.241s,PASSED
"setText(findTestObject(""Object Repository/HKJFL_154_Club_Manager/Page_HKJFL - Login/input_Sign up_email""), email)",Chrome 85.0.4183.83,,,2020-12-07 11:11:48,2020-12-07 11:11:49,0.814s,PASSED
"setEncryptedText(findTestObject(""Object Repository/HKJFL_154_Club_Manager/Page_HKJFL - Login/input_Sign up_password""), password)",Chrome 85.0.4183.83,,,2020-12-07 11:11:49,2020-12-07 11:11:50,0.355s,PASSED
"click(findTestObject(""Object Repository/HKJFL_154_Club_Manager/Page_HKJFL - Login/button_Login""))",Chrome 85.0.4183.83,,,2020-12-07 11:11:50,2020-12-07 11:11:50,0.311s,PASSED
"click(findTestObject(""Object Repository/HKJFL_154_Club_Manager/Page_Dashboard  Hong Kong Junior Football League/a_Team sheet""))",Chrome 85.0.4183.83,,,2020-12-07 11:11:50,2020-12-07 11:11:51,1.089s,PASSED
"click(findTestObject(""Object Repository/HKJFL_154_Club_Manager/Page_Dashboard  Hong Kong Junior Football League/a_2020-2021""))",Chrome 85.0.4183.83,,,2020-12-07 11:11:51,2020-12-07 11:11:51,0.522s,PASSED
"click(findTestObject(""Object Repository/HKJFL_154_Club_Manager/Page_Team Sheet  Hong Kong Junior Football League/b""))",Chrome 85.0.4183.83,,,2020-12-07 11:11:51,2020-12-07 11:11:52,0.567s,PASSED
"com.database.DemoMySql.connectDB(""localhost"", dbName, ""3306"", ""root"", """")",Chrome 85.0.4183.83,,,2020-12-07 11:11:52,2020-12-07 11:11:52,0.005s,PASSED
"rs = com.database.DemoMySql.executeQuery(""SELECT * FROM users WHERE username='info@hkfcjuniorsoccer.com'"")",Chrome 85.0.4183.83,,,2020-12-07 11:11:52,2020-12-07 11:11:52,0.002s,PASSED
"x = """"",Chrome 85.0.4183.83,,,2020-12-07 11:11:52,2020-12-07 11:11:52,0.001s,PASSED
person_id = 0,Chrome 85.0.4183.83,,,2020-12-07 11:11:52,2020-12-07 11:11:52,0.000s,PASSED
while (rs.next()),Chrome 85.0.4183.83,,,2020-12-07 11:11:52,2020-12-07 11:11:52,0.000s,PASSED
"rs = com.database.DemoMySql.executeQuery(""SELECT DISTINCT( groups.id),groups.name FROM club_managers LEFT JOIN cgroups ON club_managers.club_id = cgroups.club_id LEFT JOIN groups ON cgroups.group_id = groups.id JOIN teams on teams.cgroup_id=cgroups.id JOIN team_sheet on team_sheet.team_id=teams.id WHERE club_managers.manager_id = "" + person_id + "" AND groups.event_id = 2 ORDER BY groups.type DESC, groups.year DESC, groups.name DESC"")",Chrome 85.0.4183.83,,,2020-12-07 11:11:52,2020-12-07 11:11:52,0.003s,PASSED
id = 0,Chrome 85.0.4183.83,,,2020-12-07 11:11:52,2020-12-07 11:11:52,0.001s,PASSED
while (rs.next()),Chrome 85.0.4183.83,,,2020-12-07 11:11:52,2020-12-07 11:11:52,0.004s,PASSED
"setText(findTestObject(""Object Repository/HKJFL_154_Club_Manager/Page_Team Sheet  Hong Kong Junior Football League/input_concat(id(, , select2-sel2-container,_b430b6""), x)",Chrome 85.0.4183.83,,,2020-12-07 11:11:52,2020-12-07 11:11:53,0.788s,PASSED
"sendKeys(findTestObject(""Object Repository/HKJFL_154_Club_Manager/Page_Team Sheet  Hong Kong Junior Football League/input_concat(id(, , select2-sel2-container,_b430b6""), Keys.chord(ENTER))",Chrome 85.0.4183.83,,,2020-12-07 11:11:53,2020-12-07 11:11:53,0.493s,PASSED
"click(findTestObject(""Object Repository/HKJFL_154_Club_Manager/Page_Team Sheet  Hong Kong Junior Football League/button_Select""))",Chrome 85.0.4183.83,,,2020-12-07 11:11:53,2020-12-07 11:11:54,0.549s,PASSED
"rs = com.database.DemoMySql.executeQuery(""SELECT COUNT( DISTINCT team_sheet.team_id) as 'count' FROM team_sheet LEFT JOIN teams ON team_sheet.team_id = teams.id LEFT JOIN cgroups ON teams.cgroup_id = cgroups.id LEFT JOIN club_managers ON club_managers.club_id = cgroups.club_id LEFT JOIN clubs ON cgroups.club_id = clubs.id LEFT JOIN groups ON cgroups.group_id = groups.id WHERE club_managers.manager_id = "" + person_id + "" AND groups.id = "" + i + "" ORDER BY team_id ASC"")",Chrome 85.0.4183.83,,,2020-12-07 11:11:54,2020-12-07 11:11:54,0.002s,PASSED
number = 0,Chrome 85.0.4183.83,,,2020-12-07 11:11:54,2020-12-07 11:11:54,0.001s,PASSED
while (rs.next()),Chrome 85.0.4183.83,,,2020-12-07 11:11:54,2020-12-07 11:11:54,0.001s,PASSED
com.database.DemoMySql.closeDatabaseConnection(),Chrome 85.0.4183.83,,,2020-12-07 11:11:54,2020-12-07 11:11:54,0.001s,PASSED
"Table = driver.findElement(By.xpath(""//table/tbody""))",Chrome 85.0.4183.83,,,2020-12-07 11:11:54,2020-12-07 11:11:54,0.483s,PASSED
"rows_table = Table.findElements(By.tagName(""tr""))",Chrome 85.0.4183.83,,,2020-12-07 11:11:54,2020-12-07 11:11:55,0.235s,PASSED
rows_count = rows_table.size(),Chrome 85.0.4183.83,,,2020-12-07 11:11:55,2020-12-07 11:11:55,0.000s,PASSED
if (rows_count == number && number == 1),Chrome 85.0.4183.83,,,2020-12-07 11:11:55,2020-12-07 11:11:55,0.251s,PASSED
,,,,,,,
Test Cases/JFL-166/JFL-166_AdminCanLockTeamSheet_CoachCannotSubmitTeam,Chrome 85.0.4183.83,,,2020-12-07 11:11:55,2020-12-07 11:16:13,4m - 17.623s,PASSED
"callTestCase(findTestCase(""JFL-166/Resource/TestCase1/JFL-166_adminLockTeamSheet_1""), [:], STOP_ON_FAILURE)",Chrome 85.0.4183.83,,,2020-12-07 11:11:55,2020-12-07 11:14:16,2m - 21.363s,PASSED
"callTestCase(findTestCase(""JFL-166/Resource/TestCase1/JFL-166_TeamCoachSubmitTeamSheet_2""), [:], STOP_ON_FAILURE)",Chrome 85.0.4183.83,,,2020-12-07 11:14:16,2020-12-07 11:16:13,1m - 56.154s,PASSED
,,,,,,,
Test Cases/JFL-166/JFL-166_AdminUnlockTeamSheet_CoachBeAbleToSubmitTeam,Chrome 85.0.4183.83,,,2020-12-07 11:16:13,2020-12-07 11:20:31,4m - 18.965s,PASSED
"callTestCase(findTestCase(""JFL-166/Resource/TestCase2/JFL-166_adminUnLockTeamSheet_1""), [:], STOP_ON_FAILURE)",Chrome 85.0.4183.83,,,2020-12-07 11:16:13,2020-12-07 11:18:28,2m - 15.520s,PASSED
"callTestCase(findTestCase(""JFL-166/Resource/TestCase2/JFL-166_TeamCoachSubmitTeamSheet_2""), [""email"":""wilfredwong@hkfcjuniorsoccer.com"", ""password"":""iGDxf8hSRT4=""], STOP_ON_FAILURE)",Chrome 85.0.4183.83,,,2020-12-07 11:18:28,2020-12-07 11:20:31,2m - 3.317s,PASSED
